year,statistical_region,name_of_municipality,type_of_waste,total_waste_collected
2024,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard Packaging (15 01 01),12092.539
2024,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard from Municipal Waste (20 01 01),20211.401
2024,OSREDNJESLOVENSKA,LJUBLJANA,Wooden Packaging (15 01 03),2303.094
2024,OSREDNJESLOVENSKA,LOG-DRAGOMER,Bulky Municipal Waste (20 03 07),67.261
2024,OSREDNJESLOVENSKA,LOG-DRAGOMER,Non-hazardous Wood from Municipal Waste (20 01 38),86.565
2024,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard Packaging (15 01 01),22.427
2024,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard from Municipal Waste (20 01 01),146.504
2024,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),130.99
2024,OSREDNJESLOVENSKA,LOGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),377.37
2024,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard Packaging (15 01 01),233.71
2024,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard from Municipal Waste (20 01 01),290.925
2024,OSREDNJESLOVENSKA,LOGATEC,Wooden Packaging (15 01 03),82.73
2024,OSREDNJESLOVENSKA,LUKOVICA,Bulky Municipal Waste (20 03 07),160.413
2024,OSREDNJESLOVENSKA,LUKOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),226.607
2024,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard Packaging (15 01 01),77.961
2024,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard from Municipal Waste (20 01 01),104.618
2024,OSREDNJESLOVENSKA,LUKOVICA,Wooden Packaging (15 01 03),65.62
2024,OSREDNJESLOVENSKA,MEDVODE,Bulky Municipal Waste (20 03 07),340
2024,OSREDNJESLOVENSKA,MEDVODE,Non-hazardous Wood from Municipal Waste (20 01 38),286.42
2024,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard Packaging (15 01 01),412.394
2024,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard from Municipal Waste (20 01 01),125.431
2024,OSREDNJESLOVENSKA,MEDVODE,Wooden Packaging (15 01 03),234.06
2024,OSREDNJESLOVENSKA,MENGEŠ,Bulky Municipal Waste (20 03 07),252.864
2024,OSREDNJESLOVENSKA,MENGEŠ,Non-hazardous Wood from Municipal Waste (20 01 38),355.033
2024,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard Packaging (15 01 01),609.841
2024,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard from Municipal Waste (20 01 01),271.088
2024,OSREDNJESLOVENSKA,MENGEŠ,Wooden Packaging (15 01 03),82.69
2024,OSREDNJESLOVENSKA,MORAVČE,Bulky Municipal Waste (20 03 07),138.961
2024,OSREDNJESLOVENSKA,MORAVČE,Non-hazardous Wood from Municipal Waste (20 01 38),195.107
2024,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard Packaging (15 01 01),78.03
2024,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard from Municipal Waste (20 01 01),99.601
2024,OSREDNJESLOVENSKA,MORAVČE,Wooden Packaging (15 01 03),49.18
2024,OSREDNJESLOVENSKA,TRZIN,Bulky Municipal Waste (20 03 07),206.164
2024,OSREDNJESLOVENSKA,TRZIN,Non-hazardous Wood from Municipal Waste (20 01 38),289.464
2024,OSREDNJESLOVENSKA,TRZIN,Paper and Cardboard Packaging (15 01 01),394.712
2024,OSREDNJESLOVENSKA,TRZIN,Paper and Cardboard from Municipal Waste (20 01 01),190.35
2024,OSREDNJESLOVENSKA,TRZIN,Wooden Packaging (15 01 03),53.201
2024,OSREDNJESLOVENSKA,VELIKE LAŠČE,Bulky Municipal Waste (20 03 07),218.82
2024,OSREDNJESLOVENSKA,VELIKE LAŠČE,Non-hazardous Wood from Municipal Waste (20 01 38),88.96
2024,OSREDNJESLOVENSKA,VELIKE LAŠČE,Paper and Cardboard Packaging (15 01 01),45.753
2024,OSREDNJESLOVENSKA,VELIKE LAŠČE,Paper and Cardboard from Municipal Waste (20 01 01),5.663
2024,OSREDNJESLOVENSKA,VODICE,Bulky Municipal Waste (20 03 07),204.7
2024,OSREDNJESLOVENSKA,VODICE,Non-hazardous Wood from Municipal Waste (20 01 38),135.64
2024,OSREDNJESLOVENSKA,VODICE,Paper and Cardboard Packaging (15 01 01),79.104
2024,OSREDNJESLOVENSKA,VODICE,Paper and Cardboard from Municipal Waste (20 01 01),30.087
2024,OSREDNJESLOVENSKA,VRHNIKA,Bulky Municipal Waste (20 03 07),160.291
2024,OSREDNJESLOVENSKA,VRHNIKA,Non-hazardous Wood from Municipal Waste (20 01 38),420.457
2024,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard Packaging (15 01 01),147.93900000000002
2024,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard from Municipal Waste (20 01 01),551.205
2024,OSREDNJESLOVENSKA,VRHNIKA,Wooden Packaging (15 01 03),1.54
2024,OSREDNJESLOVENSKA,ŠKOFLJICA,Bulky Municipal Waste (20 03 07),134.64000000000001
2024,OSREDNJESLOVENSKA,ŠKOFLJICA,Non-hazardous Wood from Municipal Waste (20 01 38),124.22
2024,OSREDNJESLOVENSKA,ŠKOFLJICA,Paper and Cardboard Packaging (15 01 01),236.423
2024,OSREDNJESLOVENSKA,ŠKOFLJICA,Paper and Cardboard from Municipal Waste (20 01 01),31.532
2024,OSREDNJESLOVENSKA,ŠKOFLJICA,Wooden Packaging (15 01 03),0.72
2024,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Bulky Municipal Waste (20 03 07),186.513
2024,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Non-hazardous Wood from Municipal Waste (20 01 38),144.011
2024,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Paper and Cardboard Packaging (15 01 01),94.097
2024,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Paper and Cardboard from Municipal Waste (20 01 01),80.31400000000001
2024,PODRAVSKA,BENEDIKT,Bulky Municipal Waste (20 03 07),94.07
2024,PODRAVSKA,BENEDIKT,Non-hazardous Wood from Municipal Waste (20 01 38),1.98
2024,PODRAVSKA,BENEDIKT,Paper and Cardboard Packaging (15 01 01),13.185
2024,PODRAVSKA,CERKVENJAK,Bulky Municipal Waste (20 03 07),77.274
2024,PODRAVSKA,CERKVENJAK,Non-hazardous Wood from Municipal Waste (20 01 38),7.63
2024,PODRAVSKA,CERKVENJAK,Paper and Cardboard Packaging (15 01 01),12.655
2024,PODRAVSKA,CERKVENJAK,Wooden Packaging (15 01 03),0.08
2024,PODRAVSKA,CIRKULANE,Bulky Municipal Waste (20 03 07),7.604
2024,PODRAVSKA,CIRKULANE,Paper and Cardboard Packaging (15 01 01),15.643
2024,PODRAVSKA,CIRKULANE,Paper and Cardboard from Municipal Waste (20 01 01),42.103
2024,PODRAVSKA,DESTRNIK,Bulky Municipal Waste (20 03 07),7.313
2024,PODRAVSKA,DESTRNIK,Paper and Cardboard Packaging (15 01 01),16.197
2024,PODRAVSKA,DESTRNIK,Paper and Cardboard from Municipal Waste (20 01 01),57.239999999999995
2024,PODRAVSKA,DORNAVA,Bulky Municipal Waste (20 03 07),61.119
2024,PODRAVSKA,DORNAVA,Non-hazardous Wood from Municipal Waste (20 01 38),7.727
2024,PODRAVSKA,DORNAVA,Paper and Cardboard Packaging (15 01 01),21.78
2024,PODRAVSKA,DORNAVA,Paper and Cardboard from Municipal Waste (20 01 01),67.149
2024,PODRAVSKA,DUPLEK,Bulky Municipal Waste (20 03 07),312.07
2024,PODRAVSKA,DUPLEK,Non-hazardous Wood from Municipal Waste (20 01 38),114.98
2024,PODRAVSKA,DUPLEK,Paper and Cardboard Packaging (15 01 01),66.466
2024,PODRAVSKA,DUPLEK,Paper and Cardboard from Municipal Waste (20 01 01),159.947
2024,PODRAVSKA,GORIŠNICA,Bulky Municipal Waste (20 03 07),229.8
2024,PODRAVSKA,GORIŠNICA,Non-hazardous Wood from Municipal Waste (20 01 38),48.64
2024,PODRAVSKA,GORIŠNICA,Paper and Cardboard Packaging (15 01 01),33.519
2024,PODRAVSKA,GORIŠNICA,Paper and Cardboard from Municipal Waste (20 01 01),82.286
2024,PODRAVSKA,HAJDINA,Bulky Municipal Waste (20 03 07),260.275
2024,PODRAVSKA,HAJDINA,Non-hazardous Wood from Municipal Waste (20 01 38),83.639
2024,PODRAVSKA,HAJDINA,Paper and Cardboard Packaging (15 01 01),40.742
2024,PODRAVSKA,HAJDINA,Paper and Cardboard from Municipal Waste (20 01 01),99.41999999999999
2024,PODRAVSKA,HOČE-SLIVNICA,Bulky Municipal Waste (20 03 07),168.35999999999999
2024,PODRAVSKA,HOČE-SLIVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),411.948
2024,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard Packaging (15 01 01),36.01
2024,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard from Municipal Waste (20 01 01),411.042
2024,PODRAVSKA,HOČE-SLIVNICA,Wooden Packaging (15 01 03),4.164
2024,PODRAVSKA,JURŠINCI,Bulky Municipal Waste (20 03 07),21.676
2024,PODRAVSKA,JURŠINCI,Non-hazardous Wood from Municipal Waste (20 01 38),2.981
2024,PODRAVSKA,JURŠINCI,Paper and Cardboard Packaging (15 01 01),18.448
2024,PODRAVSKA,JURŠINCI,Paper and Cardboard from Municipal Waste (20 01 01),57.637
2024,PODRAVSKA,KIDRIČEVO,Bulky Municipal Waste (20 03 07),309.976
2024,PODRAVSKA,KIDRIČEVO,Non-hazardous Wood from Municipal Waste (20 01 38),180.42
2024,PODRAVSKA,KIDRIČEVO,Paper and Cardboard Packaging (15 01 01),55.527
2024,PODRAVSKA,KIDRIČEVO,Paper and Cardboard from Municipal Waste (20 01 01),134.03900000000002
2024,PODRAVSKA,KUNGOTA,Bulky Municipal Waste (20 03 07),218.18
2024,PODRAVSKA,KUNGOTA,Non-hazardous Wood from Municipal Waste (20 01 38),105.1
2024,PODRAVSKA,KUNGOTA,Paper and Cardboard Packaging (15 01 01),24.709999999999997
2024,PODRAVSKA,KUNGOTA,Paper and Cardboard from Municipal Waste (20 01 01),68.218
2024,PODRAVSKA,LENART,Bulky Municipal Waste (20 03 07),836.747
2024,PODRAVSKA,LENART,Non-hazardous Wood from Municipal Waste (20 01 38),26.37
2024,PODRAVSKA,LENART,Paper and Cardboard Packaging (15 01 01),39.175
2024,PODRAVSKA,LENART,Paper and Cardboard from Municipal Waste (20 01 01),1.824
2024,PODRAVSKA,LENART,Wooden Packaging (15 01 03),289.44100000000003
2024,PODRAVSKA,LOVRENC NA POHORJU,Bulky Municipal Waste (20 03 07),75.36
2024,PODRAVSKA,LOVRENC NA POHORJU,Non-hazardous Wood from Municipal Waste (20 01 38),160.72
2024,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard Packaging (15 01 01),17.142
2024,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),45.974000000000004
2024,PODRAVSKA,MAJŠPERK,Bulky Municipal Waste (20 03 07),170.947
2024,PODRAVSKA,MAJŠPERK,Non-hazardous Wood from Municipal Waste (20 01 38),44.16
2024,PODRAVSKA,MAJŠPERK,Paper and Cardboard Packaging (15 01 01),27.567
2024,PODRAVSKA,MAJŠPERK,Paper and Cardboard from Municipal Waste (20 01 01),63.179
2024,PODRAVSKA,MAKOLE,Bulky Municipal Waste (20 03 07),16.330000000000002
2024,PODRAVSKA,MAKOLE,Non-hazardous Wood from Municipal Waste (20 01 38),52.381
2024,PODRAVSKA,MAKOLE,Paper and Cardboard Packaging (15 01 01),6.857
2024,PODRAVSKA,MAKOLE,Paper and Cardboard from Municipal Waste (20 01 01),16.184
2024,PODRAVSKA,MARIBOR,Bulky Municipal Waste (20 03 07),1813.792
2024,PODRAVSKA,MARIBOR,Non-hazardous Wood from Municipal Waste (20 01 38),4859.46
2024,PODRAVSKA,MARIBOR,Paper and Cardboard Packaging (15 01 01),562.86
2024,PODRAVSKA,MARIBOR,Paper and Cardboard from Municipal Waste (20 01 01),3925.3140000000003
2024,PODRAVSKA,MARIBOR,Wooden Packaging (15 01 03),37.480000000000004
2024,PODRAVSKA,MARKOVCI,Bulky Municipal Waste (20 03 07),252.22
2024,PODRAVSKA,MARKOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),67.96
2024,PODRAVSKA,MARKOVCI,Paper and Cardboard Packaging (15 01 01),32.988
2024,PODRAVSKA,MARKOVCI,Paper and Cardboard from Municipal Waste (20 01 01),80.36800000000001
2024,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Bulky Municipal Waste (20 03 07),166.55
2024,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Non-hazardous Wood from Municipal Waste (20 01 38),252.52
2024,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard Packaging (15 01 01),50.279999999999994
2024,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard from Municipal Waste (20 01 01),23.141
2024,PODRAVSKA,OPLOTNICA,Bulky Municipal Waste (20 03 07),63.022
2024,PODRAVSKA,OPLOTNICA,Non-hazardous Wood from Municipal Waste (20 01 38),172.987
2024,PODRAVSKA,OPLOTNICA,Paper and Cardboard Packaging (15 01 01),24.426
2024,PODRAVSKA,OPLOTNICA,Paper and Cardboard from Municipal Waste (20 01 01),57.094
2024,PODRAVSKA,ORMOŽ,Bulky Municipal Waste (20 03 07),396.05
2024,PODRAVSKA,ORMOŽ,Non-hazardous Wood from Municipal Waste (20 01 38),7.64
2024,PODRAVSKA,ORMOŽ,Paper and Cardboard Packaging (15 01 01),99.09
2024,PODRAVSKA,ORMOŽ,Paper and Cardboard from Municipal Waste (20 01 01),81.97399999999999
2024,PODRAVSKA,ORMOŽ,Wooden Packaging (15 01 03),4.065
2024,PODRAVSKA,PESNICA,Bulky Municipal Waste (20 03 07),156.01
2024,PODRAVSKA,PESNICA,Non-hazardous Wood from Municipal Waste (20 01 38),324.36
2024,PODRAVSKA,PESNICA,Paper and Cardboard Packaging (15 01 01),37.643
2024,PODRAVSKA,PESNICA,Paper and Cardboard from Municipal Waste (20 01 01),138.025
2024,PODRAVSKA,PODLEHNIK,Bulky Municipal Waste (20 03 07),3.452
2024,PODRAVSKA,PODLEHNIK,Paper and Cardboard Packaging (15 01 01),9.513
2024,PODRAVSKA,PODLEHNIK,Paper and Cardboard from Municipal Waste (20 01 01),24.798
2024,PODRAVSKA,POLJČANE,Bulky Municipal Waste (20 03 07),64.954
2024,PODRAVSKA,POLJČANE,Non-hazardous Wood from Municipal Waste (20 01 38),230.649
2024,PODRAVSKA,POLJČANE,Paper and Cardboard Packaging (15 01 01),25.246
2024,PODRAVSKA,POLJČANE,Paper and Cardboard from Municipal Waste (20 01 01),64.738
2024,PODRAVSKA,PTUJ,Bulky Municipal Waste (20 03 07),768.441
2024,PODRAVSKA,PTUJ,Non-hazardous Wood from Municipal Waste (20 01 38),242.72899999999998
2024,PODRAVSKA,PTUJ,Paper and Cardboard Packaging (15 01 01),242.017
2024,PODRAVSKA,PTUJ,Paper and Cardboard from Municipal Waste (20 01 01),748.708
2024,PODRAVSKA,PTUJ,Wooden Packaging (15 01 03),36.58
2024,PODRAVSKA,RAČE-FRAM,Bulky Municipal Waste (20 03 07),105.878
2024,PODRAVSKA,RAČE-FRAM,Non-hazardous Wood from Municipal Waste (20 01 38),365.196
2024,PODRAVSKA,RAČE-FRAM,Paper and Cardboard Packaging (15 01 01),61.177
2024,PODRAVSKA,RAČE-FRAM,Paper and Cardboard from Municipal Waste (20 01 01),156.51600000000002
2024,PODRAVSKA,RUŠE,Bulky Municipal Waste (20 03 07),244.82
2024,PODRAVSKA,RUŠE,Non-hazardous Wood from Municipal Waste (20 01 38),542.94
2024,PODRAVSKA,RUŠE,Paper and Cardboard Packaging (15 01 01),38.660000000000004
2024,PODRAVSKA,RUŠE,Paper and Cardboard from Municipal Waste (20 01 01),184.087
2024,PODRAVSKA,RUŠE,Wooden Packaging (15 01 03),39.98
2024,PODRAVSKA,SELNICA OB DRAVI,Bulky Municipal Waste (20 03 07),13.415
2024,PODRAVSKA,SELNICA OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),1.74
2024,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard Packaging (15 01 01),3.185
2024,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),89.101
2024,PODRAVSKA,SLOVENSKA BISTRICA,Bulky Municipal Waste (20 03 07),268.435
2024,PODRAVSKA,SLOVENSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),1100.867
2024,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),230.902
2024,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),551.045
2024,PODRAVSKA,SREDIŠČE OB DRAVI,Bulky Municipal Waste (20 03 07),81.06
2024,PODRAVSKA,SREDIŠČE OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),1.072
2024,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard Packaging (15 01 01),19.818
2024,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),9.3
2024,PODRAVSKA,SREDIŠČE OB DRAVI,Wooden Packaging (15 01 03),0.813
2024,PODRAVSKA,STARŠE,Bulky Municipal Waste (20 03 07),96.3
2024,PODRAVSKA,STARŠE,Non-hazardous Wood from Municipal Waste (20 01 38),756.9599999999999
2024,PODRAVSKA,STARŠE,Paper and Cardboard Packaging (15 01 01),21.76
2024,PODRAVSKA,STARŠE,Paper and Cardboard from Municipal Waste (20 01 01),101.059
2024,PODRAVSKA,SVETA ANA,Bulky Municipal Waste (20 03 07),80.11
2024,PODRAVSKA,SVETA ANA,Non-hazardous Wood from Municipal Waste (20 01 38),4.31
2024,PODRAVSKA,SVETA ANA,Paper and Cardboard Packaging (15 01 01),12.095
2024,PODRAVSKA,SVETA ANA,Paper and Cardboard from Municipal Waste (20 01 01),7.06
2024,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Bulky Municipal Waste (20 03 07),77.75
2024,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Non-hazardous Wood from Municipal Waste (20 01 38),9
2024,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Paper and Cardboard Packaging (15 01 01),15.365
2024,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),0.289
2024,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Bulky Municipal Waste (20 03 07),2.568
2024,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Paper and Cardboard Packaging (15 01 01),8.457
2024,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),21.334
2024,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Bulky Municipal Waste (20 03 07),60.615
2024,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Non-hazardous Wood from Municipal Waste (20 01 38),6.24
2024,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Paper and Cardboard Packaging (15 01 01),10.899
2024,PODRAVSKA,SVETI TOMAŽ,Bulky Municipal Waste (20 03 07),53.05
2024,PODRAVSKA,SVETI TOMAŽ,Non-hazardous Wood from Municipal Waste (20 01 38),0.208
2024,PODRAVSKA,SVETI TOMAŽ,Paper and Cardboard Packaging (15 01 01),13.212
2024,PODRAVSKA,SVETI TOMAŽ,Paper and Cardboard from Municipal Waste (20 01 01),6.196
2024,PODRAVSKA,SVETI TOMAŽ,Wooden Packaging (15 01 03),0.542
2024,PODRAVSKA,TRNOVSKA VAS,Bulky Municipal Waste (20 03 07),99.85
2024,PODRAVSKA,TRNOVSKA VAS,Non-hazardous Wood from Municipal Waste (20 01 38),32.02
2024,PODRAVSKA,TRNOVSKA VAS,Paper and Cardboard Packaging (15 01 01),9.497
2024,PODRAVSKA,TRNOVSKA VAS,Paper and Cardboard from Municipal Waste (20 01 01),22.69
2024,PODRAVSKA,VIDEM,Bulky Municipal Waste (20 03 07),166.89200000000002
2024,PODRAVSKA,VIDEM,Non-hazardous Wood from Municipal Waste (20 01 38),65.66
2024,PODRAVSKA,VIDEM,Paper and Cardboard Packaging (15 01 01),35.832
2024,PODRAVSKA,VIDEM,Paper and Cardboard from Municipal Waste (20 01 01),89.73700000000001
2024,PODRAVSKA,ZAVRČ,Bulky Municipal Waste (20 03 07),5.568
2024,PODRAVSKA,ZAVRČ,Paper and Cardboard Packaging (15 01 01),4.275
2024,PODRAVSKA,ZAVRČ,Paper and Cardboard from Municipal Waste (20 01 01),10.831999999999999
2024,PODRAVSKA,ŠENTILJ,Bulky Municipal Waste (20 03 07),606.922
2024,PODRAVSKA,ŠENTILJ,Non-hazardous Wood from Municipal Waste (20 01 38),124.172
2024,PODRAVSKA,ŠENTILJ,Paper and Cardboard Packaging (15 01 01),39.915
2024,PODRAVSKA,ŠENTILJ,Paper and Cardboard from Municipal Waste (20 01 01),2.527
2024,PODRAVSKA,ŠENTILJ,Wooden Packaging (15 01 03),4.39
2024,PODRAVSKA,ŽETALE,Bulky Municipal Waste (20 03 07),62.31
2024,PODRAVSKA,ŽETALE,Non-hazardous Wood from Municipal Waste (20 01 38),13.68
2024,PODRAVSKA,ŽETALE,Paper and Cardboard Packaging (15 01 01),6.285
2024,PODRAVSKA,ŽETALE,Paper and Cardboard from Municipal Waste (20 01 01),16.733999999999998
2024,POMURSKA,APAČE,Bulky Municipal Waste (20 03 07),254.96
2024,POMURSKA,APAČE,Paper and Cardboard Packaging (15 01 01),60.3
2024,POMURSKA,APAČE,Paper and Cardboard from Municipal Waste (20 01 01),35.808
2024,POMURSKA,BELTINCI,Bulky Municipal Waste (20 03 07),378.392
2024,POMURSKA,BELTINCI,Non-hazardous Wood from Municipal Waste (20 01 38),182.264
2024,POMURSKA,BELTINCI,Paper and Cardboard Packaging (15 01 01),3.906
2024,POMURSKA,BELTINCI,Paper and Cardboard from Municipal Waste (20 01 01),225.12
2024,POMURSKA,CANKOVA,Bulky Municipal Waste (20 03 07),70.546
2024,POMURSKA,CANKOVA,Non-hazardous Wood from Municipal Waste (20 01 38),31.57
2024,POMURSKA,CANKOVA,Paper and Cardboard Packaging (15 01 01),6.48
2024,POMURSKA,CANKOVA,Paper and Cardboard from Municipal Waste (20 01 01),20.472
2024,POMURSKA,DOBROVNIK,Bulky Municipal Waste (20 03 07),50.924
2024,POMURSKA,DOBROVNIK,Non-hazardous Wood from Municipal Waste (20 01 38),26.925
2024,POMURSKA,DOBROVNIK,Paper and Cardboard Packaging (15 01 01),3.289
2024,POMURSKA,DOBROVNIK,Paper and Cardboard from Municipal Waste (20 01 01),54.092
2024,POMURSKA,GORNJA RADGONA,Bulky Municipal Waste (20 03 07),255.69
2024,POMURSKA,GORNJA RADGONA,Non-hazardous Wood from Municipal Waste (20 01 38),97.04
2024,POMURSKA,GORNJA RADGONA,Paper and Cardboard Packaging (15 01 01),48.59
2024,POMURSKA,GORNJA RADGONA,Paper and Cardboard from Municipal Waste (20 01 01),202.37599999999998
2024,POMURSKA,GORNJA RADGONA,Wooden Packaging (15 01 03),3.3
2024,POMURSKA,GORNJI PETROVCI,Bulky Municipal Waste (20 03 07),43.192
2024,POMURSKA,GORNJI PETROVCI,Non-hazardous Wood from Municipal Waste (20 01 38),6.805
2024,POMURSKA,GORNJI PETROVCI,Paper and Cardboard Packaging (15 01 01),16.865
2024,POMURSKA,GORNJI PETROVCI,Paper and Cardboard from Municipal Waste (20 01 01),8.81
2024,POMURSKA,GRAD,Bulky Municipal Waste (20 03 07),59.844
2024,POMURSKA,GRAD,Non-hazardous Wood from Municipal Waste (20 01 38),22.642
2024,POMURSKA,GRAD,Paper and Cardboard Packaging (15 01 01),10.272
2024,POMURSKA,GRAD,Paper and Cardboard from Municipal Waste (20 01 01),21.514
2024,POMURSKA,HODOŠ,Bulky Municipal Waste (20 03 07),12.084
2024,POMURSKA,HODOŠ,Non-hazardous Wood from Municipal Waste (20 01 38),2.669
2024,POMURSKA,HODOŠ,Paper and Cardboard Packaging (15 01 01),4.809
2024,POMURSKA,HODOŠ,Paper and Cardboard from Municipal Waste (20 01 01),9.208
2024,POMURSKA,KOBILJE,Bulky Municipal Waste (20 03 07),21.921
2024,POMURSKA,KOBILJE,Non-hazardous Wood from Municipal Waste (20 01 38),8.102
2024,POMURSKA,KOBILJE,Paper and Cardboard Packaging (15 01 01),0.976
2024,POMURSKA,KOBILJE,Paper and Cardboard from Municipal Waste (20 01 01),6.125
2024,POMURSKA,KRIŽEVCI,Bulky Municipal Waste (20 03 07),158.96
2024,POMURSKA,KRIŽEVCI,Paper and Cardboard Packaging (15 01 01),5.27
2024,POMURSKA,KRIŽEVCI,Paper and Cardboard from Municipal Waste (20 01 01),34.163
2024,POMURSKA,KUZMA,Bulky Municipal Waste (20 03 07),58.316
2024,POMURSKA,KUZMA,Non-hazardous Wood from Municipal Waste (20 01 38),17.653
2024,POMURSKA,KUZMA,Paper and Cardboard Packaging (15 01 01),3.787
2024,POMURSKA,KUZMA,Paper and Cardboard from Municipal Waste (20 01 01),20.28
2024,POMURSKA,LENDAVA,Bulky Municipal Waste (20 03 07),240.42
2024,POMURSKA,LENDAVA,Paper and Cardboard Packaging (15 01 01),625.456
2024,POMURSKA,LENDAVA,Paper and Cardboard from Municipal Waste (20 01 01),131.723
2024,POMURSKA,LENDAVA,Wooden Packaging (15 01 03),189.115
2024,POMURSKA,LJUTOMER,Bulky Municipal Waste (20 03 07),513.87
2024,POMURSKA,LJUTOMER,Paper and Cardboard Packaging (15 01 01),16.97
2024,POMURSKA,LJUTOMER,Paper and Cardboard from Municipal Waste (20 01 01),147.172
2024,POMURSKA,LJUTOMER,Wooden Packaging (15 01 03),0.5
2024,POMURSKA,MORAVSKE TOPLICE,Bulky Municipal Waste (20 03 07),213.869
2024,POMURSKA,MORAVSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),40.207
2024,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),33.933
2024,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),121.281
2024,POMURSKA,MURSKA SOBOTA,Bulky Municipal Waste (20 03 07),760.62
2024,POMURSKA,MURSKA SOBOTA,Non-hazardous Wood from Municipal Waste (20 01 38),353.62
2024,POMURSKA,MURSKA SOBOTA,Paper and Cardboard Packaging (15 01 01),123.588
2024,POMURSKA,MURSKA SOBOTA,Paper and Cardboard from Municipal Waste (20 01 01),743.157
2024,POMURSKA,ODRANCI,Bulky Municipal Waste (20 03 07),57.191
2024,POMURSKA,ODRANCI,Non-hazardous Wood from Municipal Waste (20 01 38),22.62
2024,POMURSKA,ODRANCI,Paper and Cardboard Packaging (15 01 01),3.228
2024,POMURSKA,ODRANCI,Paper and Cardboard from Municipal Waste (20 01 01),50.247
2024,POMURSKA,PUCONCI,Bulky Municipal Waste (20 03 07),132.014
2024,POMURSKA,PUCONCI,Non-hazardous Wood from Municipal Waste (20 01 38),10.339
2024,POMURSKA,PUCONCI,Paper and Cardboard Packaging (15 01 01),64.03
2024,POMURSKA,PUCONCI,Paper and Cardboard from Municipal Waste (20 01 01),64.525
